particle,mean_speed(px/s),total_displacement(px),mean_squared_displacement(px^2),directional_persistence,mean_turn_angle(deg)
376,55.0637814604048,55.0637814604048,71.29893957535502,0.30692038215054357,108.51041581340029
377,85.35781822421806,73.16384419218691,172.23727358729738,0.3028089869457549,93.45390266051885
378,11.456392824098403,8.18313773149886,3.6627897949523422,0.5322558899464602,105.56645212979932
379,48.83387261810543,48.83387261810543,63.768975807776506,0.6203535618608175,93.83431369434469
380,55.64770587179453,47.69803360439531,69.5390939285486,0.21089777025061657,83.48246738393803
381,69.60819783517333,29.832084786502858,140.6295573151543,0.5365294491280125,89.50432173631758
382,64.2923445237856,64.2923445237856,111.8034177347356,0.3279197053352524,93.16179112766517
383,57.01096918543139,57.01096918543139,117.37727227077423,0.4980196248791875,90.84183912939032
384,57.3934987937387,8.199071256248386,67.22476946503849,1.0,100.13989519146605
385,34.68709255021219,39.64239148595679,44.37376997678729,0.755181289268645,81.93823006719441
386,58.640563051878786,67.01778634500432,81.03402470943904,0.5454675259220018,88.44357398845071
387,72.73911567722598,20.78260447920742,108.07988911655441,0.1979010086258486,101.28101710890748
390,60.77010656729156,52.088662771964195,85.04785935729257,0.24839414232347168,92.56227806326855
391,42.96186286810249,30.687044905787495,55.5417331275636,0.17757022560711508,110.89831189108256
393,23.08086538698011,3.2972664838543015,10.87196626554891,1.0,110.27225872417138
394,67.40131473154597,38.51503698945484,150.7475011492133,0.025571071806104843,66.44320654219243
396,35.84266544740561,10.240761556401601,35.88058622689101,0.6838619696064971,113.34217152080589
400,15.190275181748927,10.850196558392092,5.503281523090339,0.9577505014445882,54.04970454167394
401,46.85214876417221,20.07949232750238,62.069915579652275,0.9868623645621915,106.06462018115964
403,46.4837276257163,39.84319510775683,63.6186719981577,0.4593391126994258,66.58949741586885
404,62.863324592596115,89.80474941799444,115.97287154313767,0.6149992612855374,85.43264806375717
406,47.01668259801477,26.86667577029415,59.942046788811155,0.9944547809717861,85.64296752664332
408,82.01372894345393,35.14874097576597,224.91989304164417,0.9906217188252187,89.71081845169834
409,26.609967532237732,15.205695732707277,21.295359308525935,0.8180138522989049,77.82820997136598
411,69.86274615555516,69.86274615555516,141.1397454210215,0.6917754202734918,101.8363180893265
412,84.92288692202959,36.39552296658411,202.0441602109838,0.4463569998468085,131.80627853137653
413,26.1302019820227,3.7328859974318145,13.934437869822512,1.0,110.00328109131738
414,109.45407483950335,31.27259281128667,289.7466555744544,0.9998855161735364,95.51696395002192
415,27.92136480627858,7.977532801793879,17.39322665008603,0.9850503964491806,113.58535439500075
416,35.72936691048767,10.20839054585362,33.676930671242125,0.7362416747968139,53.57311209854206
418,15.78235037923272,4.509242965495063,7.437518658843997,0.9381517103809679,113.82478914378285
